date,state,fear,anger,anticipation,trust,surprise,positive,negative,sadness,disgust,joy,count,tweet_len,num_sentence
1030,Rhode Island,0.4666666666666667,0.26666666666666666,0.8,1.0666666666666667,0.4666666666666667,1.4,0.7333333333333333,0.4666666666666667,0.13333333333333333,0.6,15,27.066666666666666,2.466666666666667
1030,Connecticut,0.7246376811594203,0.5797101449275363,0.5507246376811594,0.7246376811594203,0.2608695652173913,1.0289855072463767,1.3478260869565217,0.7391304347826086,0.4057971014492754,0.36231884057971014,69,29.840579710144926,2.463768115942029
1030,Massachusetts,0.7160493827160493,0.4382716049382716,0.5802469135802469,0.6481481481481481,0.2654320987654321,0.9197530864197531,1.1975308641975309,0.6481481481481481,0.2962962962962963,0.3148148148148148,162,28.209876543209877,2.253086419753086
1030,New Hampshire,0.5,0.3333333333333333,0.5333333333333333,0.4666666666666667,0.3333333333333333,0.9666666666666667,1.5333333333333334,0.7666666666666667,0.3,0.26666666666666666,30,32.733333333333334,2.966666666666667
1030,Vermont,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.4444444444444444,9,30.333333333333332,2.5555555555555554
1030,Delaware,0.7,0.4,0.55,0.95,0.25,1.1,1.25,0.4,0.4,0.5,20,27.3,2.55
1030,Oklahoma,0.6909090909090909,0.6545454545454545,0.6363636363636364,0.8181818181818182,0.4,1.2363636363636363,1.2727272727272727,0.7090909090909091,0.36363636363636365,0.509090909090909,55,28.345454545454544,2.5090909090909093
1030,Nevada,0.7857142857142857,0.38095238095238093,0.6369047619047619,0.7261904761904762,0.4166666666666667,0.7738095238095238,1.1428571428571428,0.6607142857142857,0.27380952380952384,0.34523809523809523,168,32.285714285714285,2.494047619047619
1030,New Mexico,0.8333333333333334,0.3888888888888889,0.4444444444444444,0.3888888888888889,0.25,0.6388888888888888,1.2777777777777777,0.8611111111111112,0.3333333333333333,0.3055555555555556,36,22.694444444444443,2.25
1030,California,0.5825688073394495,0.37729357798165136,0.4827981651376147,0.5963302752293578,0.25573394495412843,0.8910550458715596,1.036697247706422,0.518348623853211,0.2855504587155963,0.4013761467889908,872,26.853211009174313,2.30848623853211
1030,Texas,0.5780141843971631,0.35106382978723405,0.4769503546099291,0.6400709219858156,0.22340425531914893,0.9024822695035462,1.0939716312056738,0.5070921985815603,0.3049645390070922,0.3528368794326241,564,28.49113475177305,2.404255319148936
1030,Florida,0.6123853211009175,0.46788990825688076,0.6146788990825688,0.6651376146788991,0.34174311926605505,0.8967889908256881,1.176605504587156,0.5802752293577982,0.3256880733944954,0.3853211009174312,436,28.243119266055047,2.426605504587156
1030,Pennsylvania,0.6382978723404256,0.41702127659574467,0.4340425531914894,0.5787234042553191,0.24680851063829787,0.7404255319148936,1.1659574468085105,0.5787234042553191,0.37446808510638296,0.28936170212765955,235,26.880851063829788,2.323404255319149
1030,New York,0.5845323741007195,0.33992805755395683,0.4766187050359712,0.5809352517985612,0.22122302158273383,0.814748201438849,0.9568345323741008,0.49460431654676257,0.24100719424460432,0.3471223021582734,556,26.818345323741006,2.285971223021583
1030,Illinois,0.72,0.4311111111111111,0.4622222222222222,0.4888888888888889,0.2088888888888889,0.7866666666666666,1.271111111111111,0.6844444444444444,0.3511111111111111,0.24444444444444444,225,26.342222222222222,2.3244444444444445
1030,Ohio,0.6033519553072626,0.3407821229050279,0.6256983240223464,0.6927374301675978,0.27932960893854747,0.8994413407821229,1.0502793296089385,0.5921787709497207,0.2905027932960894,0.4748603351955307,179,28.53072625698324,2.536312849162011
1030,Georgia,0.5953757225433526,0.2947976878612717,0.4797687861271676,0.5664739884393064,0.27167630057803466,0.7976878612716763,1.0057803468208093,0.5086705202312138,0.24277456647398843,0.3699421965317919,173,26.161849710982658,2.1965317919075145
1030,North Carolina,0.6388888888888888,0.4111111111111111,0.40555555555555556,0.6222222222222222,0.23333333333333334,0.8333333333333334,1.1277777777777778,0.5888888888888889,0.3277777777777778,0.2777777777777778,180,28.933333333333334,2.3222222222222224
1030,Michigan,0.46357615894039733,0.32450331125827814,0.4370860927152318,0.4503311258278146,0.17218543046357615,0.6556291390728477,0.8278145695364238,0.3841059602649007,0.18543046357615894,0.271523178807947,151,26.0,2.562913907284768
1030,New Jersey,0.5639097744360902,0.38345864661654133,0.5263157894736842,0.6466165413533834,0.20300751879699247,1.0075187969924813,1.0150375939849625,0.5488721804511278,0.3007518796992481,0.3684210526315789,133,29.518796992481203,2.5413533834586466
1030,Virginia,0.6910112359550562,0.4550561797752809,0.449438202247191,0.46629213483146065,0.2640449438202247,0.7134831460674157,1.101123595505618,0.6235955056179775,0.33146067415730335,0.33146067415730335,178,26.56741573033708,2.460674157303371
1030,Washington,0.6580310880829016,0.40932642487046633,0.538860103626943,0.6994818652849741,0.24870466321243523,0.9637305699481865,1.1139896373056994,0.6010362694300518,0.3626943005181347,0.41450777202072536,193,28.95336787564767,2.5751295336787563
1030,Arizona,0.6829268292682927,0.4817073170731707,0.5182926829268293,0.6402439024390244,0.34146341463414637,1.0121951219512195,1.1402439024390243,0.5609756097560976,0.3475609756097561,0.3719512195121951,164,29.50609756097561,2.6219512195121952
1030,Tennessee,0.6287878787878788,0.3484848484848485,0.45454545454545453,0.5757575757575758,0.2727272727272727,0.7651515151515151,1.1363636363636365,0.49242424242424243,0.3409090909090909,0.3181818181818182,132,30.265151515151516,2.5454545454545454
1030,Indiana,0.45,0.34,0.37,0.58,0.19,0.88,0.83,0.42,0.25,0.35,100,27.83,2.42
1030,Missouri,0.711340206185567,0.5360824742268041,0.5876288659793815,0.7319587628865979,0.35051546391752575,1.1546391752577319,1.2268041237113403,0.7010309278350515,0.27835051546391754,0.4536082474226804,97,29.97938144329897,2.5876288659793816
1030,Maryland,0.6666666666666666,0.29411764705882354,0.49019607843137253,0.5784313725490197,0.24509803921568626,0.696078431372549,0.9313725490196079,0.5098039215686274,0.24509803921568626,0.3235294117647059,102,22.627450980392158,1.9803921568627452
1030,Wisconsin,0.6476190476190476,0.4095238095238095,0.6,0.6,0.21904761904761905,0.8571428571428571,1.1428571428571428,0.5714285714285714,0.3047619047619048,0.29523809523809524,105,29.81904761904762,2.5619047619047617
1030,Colorado,0.5985401459854015,0.4233576642335766,0.3795620437956204,0.7591240875912408,0.24817518248175183,0.9197080291970803,1.145985401459854,0.5474452554744526,0.4306569343065693,0.3284671532846715,137,28.554744525547445,2.54014598540146
1030,Minnesota,0.6627906976744186,0.45930232558139533,0.4476744186046512,0.75,0.22093023255813954,0.9883720930232558,1.1046511627906976,0.5290697674418605,0.313953488372093,0.32558139534883723,172,28.069767441860463,2.5174418604651163
1030,South Carolina,0.49333333333333335,0.44,0.25333333333333335,0.4666666666666667,0.25333333333333335,0.7333333333333333,0.96,0.4666666666666667,0.3466666666666667,0.29333333333333333,75,23.906666666666666,2.2533333333333334
1030,Alabama,0.5166666666666667,0.3333333333333333,0.6333333333333333,0.7666666666666667,0.18333333333333332,0.9666666666666667,0.9166666666666666,0.45,0.3333333333333333,0.26666666666666666,60,26.45,2.316666666666667
1030,Louisiana,0.6071428571428571,0.3392857142857143,0.6428571428571429,0.6964285714285714,0.26785714285714285,0.8392857142857143,0.875,0.48214285714285715,0.19642857142857142,0.39285714285714285,56,26.321428571428573,2.3035714285714284
1030,Kentucky,0.6619718309859155,0.4225352112676056,0.676056338028169,0.6901408450704225,0.352112676056338,0.9859154929577465,1.028169014084507,0.6197183098591549,0.23943661971830985,0.5070422535211268,71,26.549295774647888,2.056338028169014
1030,Oregon,0.67,0.38,0.46,0.53,0.22,0.86,1.37,0.68,0.34,0.24,100,31.03,2.73
1030,Utah,0.27932960893854747,0.2122905027932961,0.3463687150837989,0.33519553072625696,0.1340782122905028,0.5418994413407822,0.5139664804469274,0.24581005586592178,0.12290502793296089,0.1452513966480447,179,22.670391061452513,2.653631284916201
1030,Iowa,0.6739130434782609,0.4782608695652174,0.6304347826086957,0.8043478260869565,0.2826086956521739,1.1304347826086956,1.1521739130434783,0.5434782608695652,0.2608695652173913,0.41304347826086957,46,27.652173913043477,2.5
1030,Arkansas,0.8148148148148148,0.5925925925925926,0.48148148148148145,0.8148148148148148,0.4444444444444444,1.037037037037037,1.7407407407407407,0.9259259259259259,0.5185185185185185,0.48148148148148145,27,30.814814814814813,2.5555555555555554
1030,Mississippi,0.4838709677419355,0.3225806451612903,0.45161290322580644,0.5806451612903226,0.0967741935483871,1.032258064516129,0.9354838709677419,0.3548387096774194,0.0967741935483871,0.2903225806451613,31,26.29032258064516,2.096774193548387
1030,Kansas,0.6730769230769231,0.36538461538461536,0.5192307692307693,0.9038461538461539,0.17307692307692307,1.1730769230769231,1.1730769230769231,0.5384615384615384,0.3076923076923077,0.3269230769230769,52,29.75,2.6538461538461537
1030,Nebraska,0.7659574468085106,0.5957446808510638,0.5106382978723404,0.7446808510638298,0.3191489361702128,0.9574468085106383,1.574468085106383,0.7021276595744681,0.48936170212765956,0.40425531914893614,47,29.425531914893618,2.25531914893617
1030,West Virginia,0.5714285714285714,0.42857142857142855,0.6666666666666666,0.47619047619047616,0.3333333333333333,0.8571428571428571,1.2857142857142858,0.7142857142857143,0.23809523809523808,0.38095238095238093,21,25.19047619047619,2.3333333333333335
1030,Idaho,0.36,0.4,0.52,0.76,0.12,0.76,1.36,0.2,0.6,0.2,25,27.64,2.32
1030,Hawaii,0.6,0.26666666666666666,0.36666666666666664,0.4666666666666667,0.16666666666666666,0.9,0.8666666666666667,0.43333333333333335,0.26666666666666666,0.3333333333333333,30,28.166666666666668,2.433333333333333
1030,Maine,0.8148148148148148,0.2222222222222222,0.7407407407407407,0.8888888888888888,0.18518518518518517,1.0740740740740742,1.0740740740740742,0.5555555555555556,0.2962962962962963,0.2962962962962963,27,26.555555555555557,1.8888888888888888
1030,Montana,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.47619047619047616,0.14285714285714285,0.8571428571428571,1.0476190476190477,0.3333333333333333,0.5238095238095238,0.5714285714285714,21,32.57142857142857,3.0
1030,South Dakota,0.6,0.3,0.6,0.4,0.1,0.6,1.0,0.5,0.1,0.5,10,26.3,2.4
1030,North Dakota,0.7333333333333333,0.5333333333333333,0.3333333333333333,0.6666666666666666,0.4,0.8,1.7333333333333334,0.4,0.4,0.4,15,29.133333333333333,2.0
1030,Wyoming,0.14285714285714285,0.14285714285714285,0.0,0.5714285714285714,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,7,14.714285714285714,1.4285714285714286
1030,"Washington, D.C.",0.6266666666666667,0.3333333333333333,0.52,0.49333333333333335,0.2,0.7733333333333333,0.84,0.4266666666666667,0.18666666666666668,0.3466666666666667,75,23.506666666666668,2.026666666666667
1031,Rhode Island,0.7878787878787878,0.45454545454545453,0.48484848484848486,0.42424242424242425,0.30303030303030304,0.6363636363636364,1.121212121212121,0.48484848484848486,0.3939393939393939,0.2727272727272727,33,30.03030303030303,2.484848484848485
1031,Connecticut,0.7699115044247787,0.415929203539823,0.5132743362831859,0.5575221238938053,0.18584070796460178,1.0,1.1946902654867257,0.6017699115044248,0.3893805309734513,0.34513274336283184,113,26.5929203539823,2.061946902654867
1031,Massachusetts,0.5416666666666666,0.3458333333333333,0.5208333333333334,0.5916666666666667,0.24166666666666667,0.8916666666666667,0.9083333333333333,0.42083333333333334,0.22916666666666666,0.42083333333333334,240,26.5375,2.1958333333333333
1031,New Hampshire,0.6304347826086957,0.5434782608695652,0.5,0.41304347826086957,0.2608695652173913,0.717391304347826,1.0869565217391304,0.5869565217391305,0.34782608695652173,0.2608695652173913,46,28.565217391304348,2.260869565217391
1031,Vermont,0.4666666666666667,0.06666666666666667,0.4666666666666667,0.5333333333333333,0.2,1.0,0.7333333333333333,0.4666666666666667,0.06666666666666667,0.4,15,23.533333333333335,2.0
1031,Delaware,0.32432432432432434,0.1891891891891892,0.43243243243243246,0.40540540540540543,0.2702702702702703,0.6486486486486487,0.5945945945945946,0.35135135135135137,0.13513513513513514,0.2702702702702703,37,21.945945945945947,1.837837837837838
1031,Oklahoma,0.6477272727272727,0.4090909090909091,0.4431818181818182,0.5909090909090909,0.18181818181818182,0.8068181818181818,1.0113636363636365,0.5113636363636364,0.2727272727272727,0.375,88,25.636363636363637,2.352272727272727
1031,Nevada,0.36464088397790057,0.23204419889502761,0.4088397790055249,0.5138121546961326,0.1712707182320442,0.7071823204419889,0.7569060773480663,0.3812154696132597,0.17679558011049723,0.30386740331491713,181,25.718232044198896,2.6187845303867405
1031,New Mexico,0.6170212765957447,0.2765957446808511,0.19148936170212766,0.3829787234042553,0.1702127659574468,0.5319148936170213,1.1063829787234043,0.5319148936170213,0.2553191489361702,0.14893617021276595,47,26.27659574468085,2.276595744680851
1031,California,0.5532879818594104,0.3333333333333333,0.45351473922902497,0.6137566137566137,0.21919879062736206,0.9047619047619048,0.9947089947089947,0.5117157974300831,0.2751322751322751,0.4474678760393046,1323,25.712773998488284,2.3408919123204837
1031,Texas,0.5097560975609756,0.2951219512195122,0.4402439024390244,0.6,0.22439024390243903,0.8451219512195122,0.8670731707317073,0.41829268292682925,0.22682926829268293,0.39878048780487807,820,25.42560975609756,2.252439024390244
1031,Florida,0.5656716417910448,0.36268656716417913,0.41492537313432837,0.5716417910447761,0.24477611940298508,0.8253731343283582,1.0611940298507463,0.5059701492537313,0.29253731343283584,0.32686567164179103,670,26.83582089552239,2.3149253731343284
1031,Pennsylvania,0.48655913978494625,0.3064516129032258,0.4274193548387097,0.6317204301075269,0.23118279569892472,0.9193548387096774,0.9301075268817204,0.45698924731182794,0.26344086021505375,0.4032258064516129,372,25.201612903225808,2.2123655913978495
1031,New York,0.5045751633986928,0.3045751633986928,0.469281045751634,0.5790849673202615,0.23660130718954248,0.8287581699346406,0.857516339869281,0.4366013071895425,0.2169934640522876,0.3411764705882353,765,25.920261437908497,2.2026143790849675
1031,Illinois,0.4595375722543353,0.29190751445086704,0.3699421965317919,0.45664739884393063,0.1676300578034682,0.7312138728323699,0.8497109826589595,0.41040462427745666,0.20809248554913296,0.30057803468208094,346,23.846820809248555,2.2341040462427744
1031,Ohio,0.45038167938931295,0.2748091603053435,0.37786259541984735,0.48854961832061067,0.1984732824427481,0.6870229007633588,0.8320610687022901,0.3969465648854962,0.24045801526717558,0.30916030534351147,262,23.790076335877863,2.1526717557251906
1031,Georgia,0.4554794520547945,0.2945205479452055,0.3595890410958904,0.4657534246575342,0.17123287671232876,0.6678082191780822,0.8356164383561644,0.4417808219178082,0.2705479452054795,0.3013698630136986,292,22.71232876712329,1.9657534246575343
1031,North Carolina,0.5196078431372549,0.3382352941176471,0.5490196078431373,0.5490196078431373,0.25,0.9411764705882353,0.8872549019607843,0.4411764705882353,0.20098039215686275,0.3872549019607843,204,25.455882352941178,2.357843137254902
1031,Michigan,0.5161290322580645,0.35023041474654376,0.423963133640553,0.4700460829493088,0.2073732718894009,0.6451612903225806,0.8847926267281107,0.42857142857142855,0.2119815668202765,0.31336405529953915,217,23.327188940092167,2.0737327188940093
1031,New Jersey,0.4608294930875576,0.2903225806451613,0.3271889400921659,0.5483870967741935,0.271889400921659,0.7004608294930875,0.7880184331797235,0.3317972350230415,0.2350230414746544,0.2626728110599078,217,23.732718894009217,2.193548387096774
1031,Virginia,0.4587628865979381,0.32989690721649484,0.4020618556701031,0.44329896907216493,0.22164948453608246,0.7268041237113402,0.8608247422680413,0.4072164948453608,0.27319587628865977,0.25773195876288657,194,25.036082474226806,2.2989690721649483
1031,Washington,0.627906976744186,0.4318936877076412,0.43853820598006643,0.6644518272425249,0.2159468438538206,0.8637873754152824,0.920265780730897,0.38205980066445183,0.3953488372093023,0.5083056478405316,301,26.46843853820598,2.4119601328903655
1031,Arizona,0.6349206349206349,0.43253968253968256,0.47619047619047616,0.5515873015873016,0.24206349206349206,0.8095238095238095,1.1071428571428572,0.5198412698412699,0.3412698412698413,0.26587301587301587,252,25.97222222222222,2.2896825396825395
1031,Tennessee,0.4375,0.25,0.3806818181818182,0.5681818181818182,0.1590909090909091,0.7159090909090909,0.7386363636363636,0.32954545454545453,0.14772727272727273,0.2840909090909091,176,25.193181818181817,2.3693181818181817
1031,Indiana,0.5342465753424658,0.3287671232876712,0.363013698630137,0.4726027397260274,0.2328767123287671,0.7876712328767124,0.9315068493150684,0.4178082191780822,0.2465753424657534,0.363013698630137,146,24.80821917808219,2.356164383561644
1031,Missouri,0.3973509933774834,0.2980132450331126,0.31788079470198677,0.5033112582781457,0.2251655629139073,0.6423841059602649,0.8543046357615894,0.36423841059602646,0.25165562913907286,0.304635761589404,151,26.94701986754967,2.2317880794701987
1031,Maryland,0.44654088050314467,0.29559748427672955,0.5031446540880503,0.6477987421383647,0.33962264150943394,0.8301886792452831,0.8238993710691824,0.33962264150943394,0.18867924528301888,0.36477987421383645,159,22.70440251572327,1.9182389937106918
