date,state,compound,pos,neg,neu,count,num_sentence
1106,Rhode Island,-0.075709259,0.058864198,0.07187037,0.869290123,27,2
1106,Connecticut,0.014807328,0.101040507,0.091294682,0.80766914,77,2.272727273
1106,Massachusetts,0.03662827,0.091877901,0.085256173,0.822870864,135,2.162962963
1106,New Hampshire,-0.022977632,0.073605263,0.09504386,0.831368421,19,2.105263158
1106,Vermont,0.026327333,0.067305556,0.061777778,0.870916667,15,2.133333333
1106,Delaware,0.019627556,0.064927778,0.064968333,0.870103889,30,2.066666667
1106,Oklahoma,0.07543918,0.127821858,0.075719672,0.796457104,61,2.491803279
1106,Nevada,0.005099378,0.094591711,0.090656463,0.814749696,133,2.473684211
1106,New Mexico,0.03404637,0.089507778,0.072238889,0.838245926,45,2.4
1106,California,0.03996347,0.097792768,0.080369834,0.821842626,1097,2.239744758
1106,Texas,0.009967939,0.091669533,0.09068718,0.817643633,557,2.247755835
1106,Florida,0.029015856,0.100227869,0.086022606,0.813748383,461,2.193058568
1106,Pennsylvania,0.046585098,0.093142221,0.076402597,0.830468606,257,2.229571984
1106,New York,0.030221744,0.094320073,0.089077663,0.81661057,569,2.054481547
1106,Illinois,0.013487514,0.100619241,0.090276987,0.809104381,246,2.215447154
1106,Ohio,0.023858234,0.10297966,0.080333588,0.816682835,234,2.017094017
1106,Georgia,0.04662398,0.117121324,0.091396765,0.791480931,170,2.017647059
1106,North Carolina,0.030141263,0.101616572,0.085762594,0.812625407,164,2.493902439
1106,Michigan,0.041564741,0.096694938,0.072881111,0.830436296,135,2.02962963
1106,New Jersey,0.001724732,0.100564539,0.093509321,0.805930632,141,2.269503546
1106,Virginia,0.01470713,0.099316469,0.093415187,0.807282939,169,2.218934911
1106,Washington,0.036291705,0.110630113,0.089966334,0.799413916,193,2.331606218
1106,Arizona,0.041024944,0.097127064,0.074178976,0.828695719,218,2.344036697
1106,Tennessee,0.046489898,0.101508187,0.076680409,0.821824561,114,2.254385965
1106,Indiana,0.0732986,0.104106667,0.083255333,0.8126185,100,2.14
1106,Missouri,0.019511323,0.096226632,0.083054983,0.82068866,97,2.144329897
1106,Maryland,0.067239313,0.102821461,0.081290363,0.815876612,147,2.081632653
1106,Wisconsin,0.02018602,0.094447255,0.075274902,0.830252353,85,2.517647059
1106,Colorado,0.002553039,0.090911938,0.095403646,0.813703879,143,2.118881119
1106,Minnesota,0.016866254,0.079456997,0.07481414,0.845706089,131,2.526717557
1106,South Carolina,0.109575604,0.101214179,0.075202488,0.823595771,67,2.089552239
1106,Alabama,0.035243664,0.134945703,0.08012686,0.784935249,64,2.5
1106,Louisiana,0.09397737,0.101000185,0.061419815,0.837577222,90,2.211111111
1106,Kentucky,0.042062652,0.103714899,0.07655303,0.819710101,66,2.106060606
